User ID,Node,Brand A,Brand B,Brand C
3apBDykEn8kcq1wKZYaGVg,1523,0,0,0.918
3bI-fdT9_1zfhgga6_5oIQ,1524,0,0,0.8877
3bs1vA0AZl_bZGPvYuvDLQ,1525,0.0457,0,0
3cEtd-vihhr97aTxzZbA0w,1526,0,0,-0.3155
3cUwX2T73HZxHR7eY0qNRw,1527,0.9528,0,0
3ckX2hhMUlLpfbCrYcIqrQ,1528,0,0.649,0
3d4fac-e3Plyib8QUEmHNg,1529,0,0,0.9448
3dODPLg1-rPtv7EnftXH6g,1530,0,0,0.8734
3dYzH6Xv58j0PbyCRg120g,1531,0,0,0.9209
3dgPqi8CRY7PBBw2mdWuMg,1532,0.6784,0,0
3dlGpXk5iIqRU40lFe6BYA,1533,0,0,0.8841
3dmfmfY0UL-JUNyUPqLHSg,1534,0.931,0,0
3dpA-o-o1Y2YVcf-G24TOg,1535,0,0,0.9242
3eGXRKc6phHptmSnm7CBQA,1536,0,0,0.7678
3eGxa_w7DA-PVcrWEtrXRA,1537,0,0.8753,0
3eeXgoKQDNlTFyriwVh0QA,1538,0,0.9131,0
3epZ_Z3fk0mybNWyzzqEAA,1539,0,-0.128,0
3euHAnkO59XXowBwt5tnjg,1540,0,0,0.7005
3fNoUWEb5ugn9I3KgS1weA,1541,0.8894,0,0
3fTr9-r8XxEMlK4SFADIdA,1542,0,0.9398,0
3fWbJFdQLjVKW_prO1hl6Q,1543,0.725,0,0
3feKB5HJlWjiWg-AyCmaDA,1544,0.7776,0,0
3gI_2newi4hiDkTqoNT6bA,1545,0,0,0.2333
3gRyk73iBu-T2XRBngRb4Q,1546,0,0.88,0.9113
3gS0VU0xEMiGaYEMTlrkZg,1547,0,0,0.9329
3gWdk2I7cVJHLuP1c0pT3Q,1548,0,0.9105,0
3gdu_QPWlYeF9zh6bUAYbg,1549,0,0.9398,0
3gnWbpXNWmK1HxxkDU7Epw,1550,0,0.7916,0
3gwqM0K5iPDugcy75Qal5A,1551,0,0.9568,0
3h42Jgp3MmLqyR9YCghSlQ,1552,0.9278,0,0
3hUVYCvYNfwRAabIZxUUMw,1553,0.7817,0,0
3hV_JVWTV3aEaqGimCWlfQ,1554,0,0,0.8407
3iNaDIYBEtkJuW_HWEA_Tw,1555,0,0,0.4539
3ifLSHTqFPeSNYkE1CpiZA,1556,0,0,0.8811
3ikswR7dRapmv_g_GRGzOQ,1557,0,0,0.8501
3irUJORP8qO5epRgDv69Sw,1558,0,0.9448,0
3j50d_OtZ5gCTW4uZIFw9Q,1559,0,0,0.7114
3jjiY5D7oIlKeiCIZGHQew,1560,0,0,0.9471
3k5h47REgMgOobz-upz5wA,1561,0.7821,0,0
3kDUxh5d3DWcnqEoFXglxw,1562,0,0,0.924
3kW4kJQXEbpFM89K4wjdxQ,1563,0.8174,0,0
3kZHUzKUZ4h_MxL1wrPogA,1564,0.9284,0,0
3khxtVbOCNxsn-DThIvFCA,1565,0,0.3,0
3kxxMBFaqD7zFTDZc2y49g,1566,0.9504,0,0
3lUkFxUQKeMUYH7-z_kmjg,1567,0,0.9532,0.9543
3ljKbCUGIiaTlC3B__T-iA,1568,0.9496,0,0
3mFd6g_fGbxIKOSJAUWn8A,1569,0,0,0.9131
3mJMUle5gD5tbOAuJ7II-A,1570,-0.2834,0,0
3mPLvCvWhCcFLnOydtHlHg,1571,0.9077,0,0
3mPnV1Zl9P37z31_gFEt-g,1572,0,0.89,0
3mZrXEDBw4tZviWX0SDCoQ,1573,0.9332,0,0
3m__ZTwbpH-xm0o2AOSvcw,1574,0,0.9324,0
3mhdWROwjuXm5RlH-VuwHg,1575,0,0.7507,0
3nBDXQT81w91zv8NPke8Mw,1576,0,0,0.9159
3nXHu2bL3GWfu4UpXbBmpQ,1577,0.8843,0,0
3nnGpx5WOMiZK1mPDEFLcQ,1578,0,-0.1034,0
3nwR5z7fUEFN6hZ415N3uw,1579,0.8736,0,0
3o4KYUZexmKV3cooeUsTCQ,1580,0,0.8734,0
3oD5T9RVrDuSlrNaZyIgVQ,1581,0.9537,0,0
3oJQS8KGwiZjZuE672zw_Q,1582,0,0,0.9555
3od3RZi5sn10sFd1rYE7tA,1583,0.9563,0,0
3p1rHkfyR8izoA7EB6PexA,1584,0,0,0.8247
3pGIhcyH_Q80my-MQMx6dw,1585,0,0,0.9071
3pROfZET40X7C6C69mZEKg,1586,0,0,0.8247
3pcUW1SycQAicwls6qwZ3g,1587,0,0,0.8678
3pkkEjYVcZ30n445pPZCaQ,1588,0,0.905,0
3pxxI438i8hnWVdi6FExCw,1589,0,0,0.8798
3q2cQC60mNmSHH3LYC_j_g,1590,0,0,0.9346
3q7u_qJR4gRw9AaIX_w8vQ,1591,0,0.835,0
3qRovLbdNAPbrRwL4I7MNA,1592,0,0.8745,0
3qcDorWz5cwnyk9r7MK2fg,1593,0.8921,0,0
3r99-ucKFKIpFMXuiODI2Q,1594,0,0,0.9124
3rKSFNkh3SKpq0G99mGRGw,1595,0,0.8185,0
3rQL1QrS2drgEw3bE9vhag,1596,0,0,0.898
3rV0FW1z5Q9BIASTLdKkLA,1597,0.3659,0,0
3rVRuNKiZJcMSkUV-whuOw,1598,0,0,0.851
3rjlTawvxnZOwC1B-WEAYA,1599,0,0.6943,0
3s8wpaOqzoCUZLWCNrLPAA,1600,0,0.1923,0
3sohITZWlQh3j0jltryKvQ,1601,0.9512,0,0
3stET1eEuggNLYb6VeOD1g,1602,0.8985,0,0
3tIAAci60jiDORiP6o7erA,1603,0,0,0.5527
3tS4en9ZM3m5RLt6t_f5rQ,1604,0,0.891,0
3t_Jf5R5uRllg9ERHnsgRQ,1605,0,0,0.9497
3uKL0uiXCPJ9p7323HZU8w,1606,0.9031,0.6971,0
3uUarMjunJuH8BcgN9vJ3A,1607,0.5965,0,0
3uWwYAq2uAJV9_bt9MUXNQ,1608,0,0.9338,0
3uZTdnNQsXePp5LumR-BEw,1609,-0.0526,0,0
3uaeieUTAp5_wCAhhzELnQ,1610,0.3057,0,0
3ucuTyTDAf_INBbE4766Uw,1611,0,0,0
3utGK8A7e7zSwZZHZw5ONA,1612,0,0.4498,0
3uxBIeAsHPP2ks9tvKVpCw,1613,0.7023,0,0
3v9w94AvZtunZz8yoFFArA,1614,0,0.8579,0
3vqJE9f5IbjwYhwqMpvSvQ,1615,0,-0.6539,0
3wIDv38L0wllcYdinalQ2g,1616,0.8768,0,0
3wcRLyL2Epn8Ooa-W-t0LA,1617,0.9425,0,0
3wclbIytoZhlu9MBWoTqiw,1618,0.9504,0,0
3wmL7ddnyq-aU96ZK4R00g,1619,0,0.3418,0
3wq5u6jaZOYzkU2kQOqRwA,1620,0,0.9006,0
3xBbLFVVfd8A_qCg7Sws4A,1621,0,0.4706,0
3xPI_fVY8zHwtcUvkX9ByA,1622,0.9101,0,0
3xPYV6Geran2jNZjVBGkww,1623,0,0,0.8697
3xSY6ITT-ovsmJcIBZfyoA,1624,0.9269,0,0
3xX-Et9I4Bi4wdRPWJkAFg,1625,0,0.8176,0
3x_wFR3zHrTtCznM3ueUvw,1626,0,0.7825,0
3xrC8Kk6ar55gDRwBdbr8w,1627,0.9199,0,0
3xtmZ3HQiOCU8jznw6ZSvw,1628,0.936,0,0
3xwp79CS524fDtGVE7A3sg,1629,0,0.8577,0
3yK1hbHcpAn2ZG2pGA87cw,1630,0.95,0,0
3yO_CL9wY6e6gWt975D3zw,1631,0,0,0.5849
3yTk5TMhPBOfvSRxmzSzXQ,1632,0,0,0.9409
3y_G06EjTAMc4l-bPsEnuQ,1633,0.7564,0.6784,0
3ymyVHTDmxbaKNfOe8xgjw,1634,0,0,0.9062
3ywIG2FLBr9JNp6dnc8u3g,1635,0,0.6243,0
3zJG0wjSakIullurajeHOw,1636,0.92,0,0
3zhY-z11aUuIrsBmS3TcEA,1637,0.9218,0,0
3zuaiDk_y_yYXeF3iQijuA,1638,0,0.703,0
3zxy3LVBV3ttxoYbY4rQ8A,1639,0,0.9485,0
4-9_RHGyZn8pOfsk86LUdg,1640,0.8798,0,0
4-A9I_E-AnbVpot4DblO6Q,1641,0.9405,0,0
4-RaWFdXOBBChZmrBweADg,1642,0,0,0.9121
4-msUUaMrLpZPiltPvj7qw,1643,0.8954,0,0
40BMolHs-ELkshr-crDiIA,1644,0.9085,0,0
40H-61NGIPXJ0RyZzkcw7w,1645,0.8892,0,0
40IZnu4qgtn_QT-1BESv-w,1646,0,0.9563,0.9085
40Pyq1SP1MP9VeHUBgUfDw,1647,0,0.899,0
40ufEP63b6Dl_eG1eYJZSA,1648,0,0.9441,0
417HF4q8ynnWtuJrkNax_g,1649,0,0.9533,0
418F_vnEiJMlU-sKpGttHA,1650,0,0.8153,0
41GUi1qvVeWDhHeviDF7pg,1651,0,0.9503,0
41Nvvy0kqLfmG69qLPgSpQ,1652,0.9548,0.9339,0
41dgfV5n1bJ_jX9RfoXHOQ,1653,0,0,0
41yhHiFLRjkO4UtaKePiyA,1654,0.8812,0,0
426NNgfvUNuUm2KOkcav2w,1655,0,0.9023,0
429FhMH3KnMJYl5nkH2Jmg,1656,0,0.7579,0
42Ek-ISJZe5GLse10QvvBg,1657,0,0.9374,0
42X7qeGvcn83WqXC4pnESA,1658,0.7601,0,0
42t1--btc1Ty1YynUCshhA,1659,0,-0.5427,0
430N1pAISoNR_Vib98_lTQ,1660,0.6301,0,0
43pTJtTZA1qbsjeRWozYJQ,1661,0,0,0.9249
440MRq640CU6j_wOgj96wA,1662,0.735,0,0
44SQ4ZC-R7a3IU01z8iSNg,1663,0.9428,0,0
453_4OPOOaJDU32OgM37Gg,1664,0,0,0.9467
459FHyeCysm5N4Qw3jPzPQ,1665,0.9046,0,0
45TCyloULRVQ5VF0R-hV7g,1666,0,0,0.9488
45dxbF3W1GHUeF16OFO6IA,1667,0,0.2154,0
45lc_v15CWl2GMh_dWlM7Q,1668,0.8798,0,0
45qpGxcdC7cv9cZWczu-ew,1669,0,0,0.897
461oI0NREJ9fRFh9w5cn6A,1670,0,0,0
4651Hucd7WRFK1ro_ahwIQ,1671,0,0,0.7133
467P-mSOB2H0fVKEgsDQNA,1672,0,0.868,0
46Lb-N1k8U2Qz-wsi0fCfQ,1673,0,0.7643,0
46ZPnHYE1n9Q3CDqNk6IHQ,1674,0,0,0.8887
46aM0kni0GXjS0zx0-zTfA,1675,0,0.9141,0
46icsv0Owb3hGGJYq_dv2Q,1676,0,0.677,0
46pU4RbatnVqzwPz2g6xnw,1677,0.9287,0,0
477V4VGd8YUnziM26k9koA,1678,0,0,0.8899
47EOJmGkKpzuwo4D734xhg,1679,0,0,0.9545
47HGPFwrPYlE5no5olFztQ,1680,0,0,0.9037
488TFgb2Y9JuqZcT_xuK9g,1681,0,0,0.9214
48C3HBWjfI9RaQx1qiTcPA,1682,0.9524,0,0
48KOANYucgTiumBKSgs5pg,1683,0,0.9394,0
48frnroabupeTYxrZZvbIA,1684,0,0,0.957
48w8IAwfeATiR3rfuH6ouw,1685,0,0.9553,0
495ueACTW1s6FfJYfOpzvw,1686,0,0,0.8761
49CNSO_U-lJQQM7pSiiHqA,1687,0,0.932,0
49aQYRekDd5VuGV_eM11UQ,1688,0.9508,0,0
4A00qnkxorxjBwxv-cv8pQ,1689,0.9442,0,0
4AJmRrMX-2av6yHnrX1Z1g,1690,0,0,0.8947
4AYfs8d7M2H4TBEiHhHTdQ,1691,0,0,0.956
4Ao9sm4EHjjRTt2QgLUk9g,1692,0.9069,0,0
4BFphIJPs_Z9jO-Nx7rmpw,1693,0.9453,0,0
4C-eXOnb0jbwowF9oMK6NA,1694,0,0.9049,0
4C1cBQYpDhNnBc8xhZ-heg,1695,0.7254,0,0
4C5VDEiB7Am5ddoMSMtvlw,1696,-0.4988,0,0
4CGEBckWno32J1EcJoeckw,1697,0,0.9001,0
4CTPuy5lNeVKvHccTuGLPg,1698,0.9504,0,0
4CjvRrkfWSGogcYpKJac4Q,1699,0,-0.7528,0
4DANs-ImBBEnLOTdpdT64g,1700,0,0,0.9102
4DFOw84FDjmVRqgVaohRXQ,1701,0,0,0.695
4DN9WS2gf7Y2SYh0LaqDqA,1702,0.953,0.9469,0
4DVjcB5OjnxLyT6sQqX1_w,1703,0,0,0.8289
4Dn4kic-fW2h72MHH1_Hzw,1704,0.9074,0,0
4DvHAcyazgAnTctWBWu8GA,1705,0.9307,0,0
4E7poD8BdYX7SnYlnQRj3Q,1706,0.9024,0,0
4Ef7VpLbgbI7whKQhvpXyw,1707,0,0.8949,0
4EsWIbo7f45aI35Ggy4msA,1708,0,0,0.9459
4EwOOfQhY_ogqWH5ieRLdA,1709,0.4844,0,0
4FBUHO4Pn9oxNA4VwkxhVA,1710,0.7472,0,0
4FDf9wYYEwf3QncEoSBfhQ,1711,0.9418,0,0
4Fxp3tOe0svDqB0VQyV9zA,1712,0.7937,0,0
4G-cx0suou6kwSV-Rg4hfQ,1713,0.9083,0,0
4GAPNF4RpSBq2ZNk2kXK-Q,1714,0,0,0.8127
4GEBovUEddIYlF6u18uPCQ,1715,0,0.9244,0
4Gl9yUf3RbSC3a1LpvgOYg,1716,0.9487,0,0
4H7IhaCeQ8YMlqW4NUxvfg,1717,0.8515,0.9529,0
4HCcP2tAs3gqIi1rvMkuBw,1718,0,0,0.9361
4HDRvWJD7nSQwjIs0Z8eHg,1719,0,0.8694,0
4HazzLJz8DiohAiIBXGISQ,1720,0,0,0.9288
4HgVJGDRuyPRfVy3ahk9TA,1721,0.8809,0,0
4HqWjMaHRKqJLFkazG20xg,1722,0.9206,0,0
4HvIzTHB9o-aI6M8IO3SPQ,1723,0,0,0.9494
4HzNLqMWks6RMtX50SGFsw,1724,-0.6109,0,0
4I35DMiuQIScKm1mkijEtg,1725,0.8252,0,0
4I3WEU8PpeQ3K37liPImVQ,1726,0,0.938,0
4IMXLvuomW_VLO_ZeoubKQ,1727,0.9514,0,0
4IkGUJWCrfVgWOXfcGpAIg,1728,0,0,0.7769
4IoHrY7Df4wjOrjoyn5YtA,1729,0.8649,0,0
4IppqdEAUeO73ZDibhWCTg,1730,0,0.8379,0
4IprCnisYnDq1Sx1fasMrA,1731,0,0.7776,0
4IxzQcUTwGeAO11ilm7EFQ,1732,0,0,0.9281
4J7yZJujzK8NOr-gavlvxw,1733,0,0,0.7994
4JN8xgnumbLzUB8haDQtYw,1734,0,0,0.7652
4J_fqd6pG2E8Dr4JCB3ebw,1735,0,0,0.7658
4Jl0hMqNr1uZ5vkSnIWhuQ,1736,0,0,0.8917
4K44JJWKZWFR8aHCDTQBpQ,1737,0,-0.4561,0
4K4mEl7d5MAu-zcCLCVI-g,1738,0,0.9453,0
4K5HvzU-_QAxsuWG0nKlUQ,1739,0,0,0.9085
4K6vw0MrLcWmXWEJDQsyuQ,1740,0,0.7647,0
4KYNUsdA-tPe-iKKudb0uQ,1741,0,0,0.9517
4Knod97d_qMtBxRYjptwPA,1742,0,0,0.9298
4Kp8MgG6_JZSiV1B4BjC3A,1743,0,0,0.9005
4L-dSeKG3RPKX5Gp71yD2g,1744,0,0.9337,0
4L5hwY6sE4EVKsQu746rxw,1745,0,0,0.9266
4L6JfqozFOBf4r_0cXi1vQ,1746,0,0.8763,0
4LTUmP_lWCYcG-Jy-8YYHQ,1747,0.9419,0,0
4Lr__uiFV4Ld8BVpmCXzGg,1748,0,0.9022,0
4LsoI8lXxiOqluRheDbCzw,1749,0.9245,0,0
4LttfktRgAF_0Bunsyv9BA,1750,0,0,0.6147
4LzkrxnGSyH-qoNGlwnyEA,1751,0.9503,0,0
4M7wyddSbBUcRbP0U8GJbQ,1752,0,0.8072,0
4MAMk_BUZUGQ_ieSoPDf2g,1753,0,0.9042,0
4MJ7go3WJwIcak_17vWw9w,1754,0.6989,0.8847,0
4MNPsZwzERSpYMJ6skR9bw,1755,0,0,0.8933
4MNipe--LZ_RcvVmDxjBhA,1756,0,0.4388,0
4MQJvRA01R5iZCA29M56cQ,1757,0,0,0.3402
4MUIIW1aCeziFCXIB_ZJ_A,1758,0,0.9323,0
4Ma3nP-BXjpJ4d8pi2ePaQ,1759,0,0.9203,0
4Mljx6AvGKt91n2Scj7POg,1760,0,-0.6455,0
4MmECtu7C_eple4fESQBTw,1761,0.9067,0.957,0
4N26xQ1rLpglmzbC680IOg,1762,0.8717,0,0
4N3TsQY_4-68BAKh2wcU3Q,1763,0.9137,0,0
4N4QuOU6F4kK9V8arjI5cQ,1764,0.9392,0,0
4N7mE2yCLSLFHV3gbHHJXw,1765,0,-0.336,0
4NF-pbxRmL8RDmQIJ79J7Q,1766,0,0,0.791
4NdWHUElIAWjypOwYjcOag,1767,0.6628,0,0
4Ney6ejyu6p9uZN-vfj7OQ,1768,0,0.9422,0
4Nu0dXmJSbZFi3OWD04lwQ,1769,0,0,0.8557
4NwEksMVwjYvTvoxHRxlaQ,1770,0.9512,0,0
4NzdjFgCWj12ikm6yAekaQ,1771,0,0.7801,0
4OCzovzNng8WPDO4lE97rQ,1772,0,0.5023,0
4OVOs9jFCs6-BweUn4VDyA,1773,0,0,0
4OaKpz06L_KOXGhav1U7-w,1774,0,0,0.935
4P4xAlez6AKhuK-S_RBcAA,1775,0,0,0.8779
4PCOGdYFZ76jBqwuaqLeJg,1776,0.7871,0,0
4PNQoNRVKWwiOPttks8GNQ,1777,0,0,0.9435
4PWXEfAygNlR5aKqgJQurw,1778,0,0.7541,0
4PlHcbiBqRWog14XgusqVg,1779,0,0,0.8736
4PtAZxV_wQMU3GUcLDOqIw,1780,0,0.9039,0
4Pts3wixoBmxy5i8g1z34A,1781,0.8903,0,0
4Q6NJ2xJPE7EvTz0CIcnGg,1782,0,0.9346,0
4QcoLV2vq3KBOt22sVP8gw,1783,0,-0.3094,0
4Qijwb2RDiUGc4SBjA2lJg,1784,0.9492,0,0
4QnOHtPIYn1ycvt3F5d7Tw,1785,0.9357,0,0.7809
4QoQ9VUn9qOtCpCE1D85dw,1786,0,0,0.9588
4QqIas6hbSSlghs7lK6g_w,1787,0,0.7559,0
4R2Q6JVN3vytZC3EaTC85A,1788,0,-0.474,0
4RGwtwky_L3V9AzzLq7hOA,1789,0,0.431,0
4RIusJ7k1gvh1phWHRgVKw,1790,0.9502,0,0
4RTWYboNDnQWibOhPhwsUg,1791,0,0,0.9416
4RjE7c_YNrWJTMuUmxUrzA,1792,0,0.1982,0
4RsaFVUjCQHto9NKjULvHA,1793,0,-0.4001,0
4ShUwZFEaf9hDg_rzmf-HA,1794,0,0,0.6316
4TCOItk-gIJROyNA5ftZ-Q,1795,0,0,0.7817
4TS_Y21NTLVo4AZD4lhq8Q,1796,0,0.7546,0
4TkI2TcFJVjsn9IMXxVT5Q,1797,0.9458,0,0
4Tkd4KwOSu1gzgbuKhfaRA,1798,0,-0.2493,0
4Tpi1o9uQ3-oqItrZnPbkQ,1799,0.6024,0,0
4U5Mp6dO90DOd10QkOb1Gw,1800,0,0.9286,0
4U62PId4nKLnmf5YnbtosA,1801,-0.9877,0,0
4UAOF99b0M3XPg7oigwjCg,1802,0.8942,0,0
4UBweC9HN2_Y7uOEUj7GpQ,1803,0,0,0.859
4UE598yCY2Tb9N11U7v6ig,1804,0.8404,0.8791,0
4ULHdxxtT6ucLMEk4j5iNg,1805,0,0,0.9396
4ULUWqda23gUl_VylJ2OAw,1806,0,0.5563,0
4Ubb8_JwZFC87QYEKu2Msw,1807,0,0,0.9281
4UcUxyO2ZcsIB09UKbV2Sw,1808,0.339,0,0
4Ud_u_rGVtue60p9FmPhMQ,1809,0,0,-0.4423
4UuKOmKuK-8QwrDSKuVgLA,1810,0,0,-0.9133
4VHj5Xs5VZJ5N7UfwEOYHg,1811,0.9144,0,0
4VSi7YrsV24gyTcQCx4htw,1812,0,0,0.8378
4VUU9pHqTsg8Ji9EFPHsjQ,1813,0,0,-0.2156
4VcXUIgvOei5__IGTa7b5w,1814,0,0,0.9265
4VmK7nXlOR-pvkyuY7nASw,1815,0,0,0.4478
4Vyg1dCILcbbLrJ_-6F4Ww,1816,0,0.8944,0
4WGREmshOnZDMs9Itikz7Q,1817,0,0.954,0
4WHbhdRxA7giF8IRYvCWyQ,1818,0.919,0,0
4WaU9BKu0vgU6gSwMLFn9w,1819,0,0.9292,0
4Weg5Jxu_BfuRYKH4gJNmw,1820,0,0,0.9468
4WtZuYo9Qms2LJ74w1qnFw,1821,0.5905,0,0
4X-1cZJ3V3KQLbijv5IwWA,1822,0,0.9466,0
4X78aKKjyvCb5CguFyF0vA,1823,-0.1574,0,0
4XIjdvV3bz-e_NYzJRJLHg,1824,-0.2423,0,-0.3228
4XJn_kgFEZsHDNem_P3r7A,1825,0.9374,0,0
4XkvUvc_b3RIbjHAI6Ol9g,1826,0,0.9177,0
4Xl0dzD4Xk-RTEW6DEBuCw,1827,0,0.7471,0
4Xq6wZztTQGbO06EyrpCFQ,1828,0.9572,0,0
4XyxVr0wTwtIw4mfgs-nMw,1829,0.8219,0,0
4Y6srUlYP5pfeAY4Mvpb3w,1830,0.9522,0,0
4YO1uKgn6zzsrJFLEU_ptg,1831,0.9091,0,0
4YV7VTn0f6e_FPKfQXxICA,1832,0.831,0,0
4Z1ho5D_JaxaMRyV09FvaQ,1833,0.8846,0,0
4ZOPJppmsoaopx8DoIFF_Q,1834,0.5795,0,0
4ZOW7XH087CpgtIK79ccDg,1835,0,0,0.6777
4ZTGndoo_E6yAVoFFbklug,1836,0,0.9186,0
4ZkQwaOoLT2eJWux9fE1Jw,1837,0.9314,0,0
4Zkv2tsS0hZbm5N-O_6k2w,1838,0,0,-0.6796
4ZwETPc7PSZUA_3Qm4__gA,1839,0,0,0.9397
4_68fTw1PGVuvGWd9QS2OA,1840,0,0.649,0
4_DiPDf0ixTEqz9E-aKYPQ,1841,0,0,0.6964
4_EEJQt0aHT4KLcD3GAbWA,1842,0.893,0,0
4_H9xEgCvbQQYTb5mPxm_g,1843,0,0,0.9278
4_NCNNu7KnesnxkDnli6OA,1844,0,0,0.6669
4__1Sq0VVs2dGgzNndluCw,1845,0,0.8081,0
4_dAgpiDnKvKxhn9CysP0A,1846,0.8456,0,0
4_k_XmemKFDpE0I0oge7hw,1847,0.8258,0,0
4_oZI0MxbcAq8FQ2SmdMMg,1848,0,0.8458,0
4_x6qrBcYNhXwWm9UZBUOg,1849,0,0.9012,0
4aPzhPflYfns8Y0zKFwbcA,1850,0,-0.1407,0
4alzwUNZYEwHOdS5yolmUw,1851,0.937,0,0
4b0szi1NQ9eyFKlPFVL4vQ,1852,0.8666,0,0
4bIprm3YdYnrXlF8wMIqrQ,1853,0,0.6588,0
4bNNDaJPHLslN1zgPxi2BA,1854,0,0.8485,0
4batVw4PBH1YItGdx7zsrQ,1855,0,0.5174,0
4bn5d1AZYTtYQAB1eJ7yNA,1856,0.8859,0,0
4cYR2LckHp_Rcpy17QwEtg,1857,0,0,0.8974
4cyxnHzC_dl-5L4zE0tBhg,1858,0.3,0,0
4dXZ-9CdrzSs6QKCsVsFtg,1859,0,0.835,0
4dgcXadfX2wNAAvBEGpesQ,1860,0,0,0.9235
4dlOYCy0KMcM6MkFVnV0Pg,1861,0,0,0.815
4dyhAoix3TYxKoI2hDcguw,1862,0,0.6086,0
4e9-roUfqfa7fp3zdMKDvw,1863,0,0.9168,0.9511
4eZtnNBIIQ_GuYts1Ji1QA,1864,0.9165,0,0
4ehIHBytLrBdzluC7E0f8g,1865,0,0.8208,0
4enHSrUaObD1nP1n33OnQQ,1866,0,0.9469,0
4esCRKNFqTUbIeYGiIOD8Q,1867,0,0.9438,0
4f2L2Qqsu95GHpZmETqQ0A,1868,0.938,0,0
4fNHV9nkjf84BmmKiP1Npw,1869,0,0,0
4f_FJpH-lsKpNZbMbtZfHg,1870,0,0.6722,0
4fz7pms55teez7irfVaKYA,1871,0,0.8039,0
4fzuUiXPFgV6HxiEVWMkEA,1872,0.7383,0,0
4g4wQdADOlmXJ5blEYJc5A,1873,0,0.9539,0
4gBhoNoNj1a0iYlP8Pf2Sw,1874,0.6939,0,0
4gHlpNLLJC9_sBN6H2OaSw,1875,0,0.9203,0
4gPAyxX3GvSoYE8HVnqo4Q,1876,0.8937,0,0
4gWlzAN5d9jwtF5Xf2KxsQ,1877,0.9294,0,0
4glTuGkMJgFGErvMYsEMYQ,1878,0,0.7502,0
4h7Zy4JttSyy-9SnyIJFQQ,1879,0,0,0.7106
4hBhtCSgoxkrFgHa4YAD-w,1880,0,0,0.8801
4hHYPxgFqQ1y1K-HvbP6Hw,1881,0.9304,0,0
4hM9ZJZXpTttx8ASbL_sYg,1882,0.5426,0,0
4he1EYCFL6zISjpwmqEEBg,1883,0,0,0.9374
4humVTwpvW0_CPjBAMuIWw,1884,0.8639,0.8935,0
4hzNX1bsqzdKgHl73JJk5g,1885,0.8597,0,0
4iIElIaNJUdNxnRlK89wIg,1886,0,0.6047,0
4iKv1gQVSjQWJ1AyseysZw,1887,0,0,0.9525
4ict80YlN3FLTgPjkkVAxA,1888,0,0.8119,0
4jI7UTap_cRPWaOseYBEjw,1889,0.9151,0,0
4jUnZ-cal3WiJehLMfvuwA,1890,0,0.9013,0
4jUpP4fBbTtN3XXTYGfQhA,1891,0,0.9364,0
4jsEBv6pJ8bfk5POkz__ng,1892,0.9376,0,0
4jsazI3G-wflzwHC_9nNaQ,1893,-0.2696,0,0
4kFlGDNisG-Fr7Ra7SlBzw,1894,0,0.874,0
4kLMkgA3TMtTlQA9yA-21g,1895,0,0.936,0
4kNHz4ZOeOspJkAe1FHJLg,1896,0.7906,0,0
4kYGZUNpZKsINdJpuMUMtQ,1897,0.7776,0,0
4kiApBtvDAEu1b_adh6hpQ,1898,0,0.2872,0
4l64Qzxn0jjXyt532LGddw,1899,0.8222,0,0
4lW1cdTKJicVqiSSXfRPFw,1900,0,0.9514,0
4l_FsB6G2Icj944L5K7NRw,1901,0,0.9265,0
4lgeKcQCe3b9Z4hvSlruHQ,1902,0,0.8554,0
4lmBznh9y4hCpNEROlOYaA,1903,0,0,0.6351
4lnvgZm-lXa3iUsNokOpvQ,1904,0,0,0.9499
4lsRpgGqrJAQGcrRYdz6YA,1905,0.9322,0,0
4ltPFzBkTI1p7Q4dyYBa4Q,1906,-0.8842,0,0
4ltVfCpHhm95YgrvvEBbXQ,1907,0,0,0.9132
4luJgvJ_NIniGnDTcFseJw,1908,0.923,0.5416,0
4m66tpqKs8JmoA26vB5xpQ,1909,0,0,0.5326
4m70vxi99c44uZT5dI0OOQ,1910,0.957,0,0
4m9NXICYBC5i9t4aTt-I6w,1911,0.9459,0,0
4m9s0rFjiWwXp5J0EKpseQ,1912,0,0.8946,0
4mC_WOVDYHmBqwPrwbgjcA,1913,0.8524,0,0
4mMMEwXZqV1BZyRo4r-vBw,1914,0.4121,0,0
4mUrT3msY8tj45yDjvBhyQ,1915,0,0,0.9176
4mnF6uaH3Idc-_uxBck0pw,1916,0.875,0,0
4mwGDOwwzNcWyd1_eQsWoA,1917,0,0.8763,0
4n0bsXpsTD33qUdq90xC6Q,1918,0,0.8664,0
4nTOwIdIGUC_mjytAApDKg,1919,0,0,-0.1483
4nXh7DCbYhnbDcj8BXbSIw,1920,0,0.8679,0
4nm3RiAIl1JAEaSDRwL4Bg,1921,0.8777,0.9485,0
4nyxVGuJoJ_iSsLdkma43Q,1922,0,0,0.6435
4ojYoDzKLWDszNidUJDA5w,1923,0.8791,0,0
4om3N-V-x_Asp-vS1RIpDQ,1924,0,0.6971,0
4oqSN3yQYj3TTgIroAt5fQ,1925,0.9572,0,0
4ovWcYiVyhB-hJFxA6DDeQ,1926,0,0,0
4p77DzRVUeSGSisbOhLz7w,1927,0,0.9471,0
4pAKe2UGh3A3-gtSJC1-nw,1928,0,0,0.955
4pKL04FU0KC_5yGdGUd9RQ,1929,0,0,0.5527
