user_id,Review 1,Review 2,Review 3
3p1rHkfyR8izoA7EB6PexA,"So this is the famous Nashville hot chicken. Honestly it's not worth it. Maybe we didn't come to the right place? Coming from out of town, we trusted Yelp and the locals and picked this place, but it's nothing more than just spicy friend chicken. Well at least we tried it. After all we didn't come to Nashville for the gourmet food here...",,
3pGIhcyH_Q80my-MQMx6dw,"I was told to go eat some hot chicken here in Nashville, so off to Hattie B's I went! The restaurant was absolutely packed! I got the chicken tenders (Hot) with slaw and greens, while my friend got the chicken tenders (Damn Hot) with fries and greens. 

Hot chicken has definitely been hyped up, so I went in with some high expectations. This chicken lived up to the hype! Very well done, great with ranch or maple syrup. I tried a bite of the Damn Hot option and I think I will be sticking to my Hot option. Will be back for more!",,
3pROfZET40X7C6C69mZEKg,"My favorite Nashville hot chicken!! We are from Atlanta and come to Nashville at least once a year. Hattie B's is a must stop every time we come to Nashville. I usually get their medium and it's good and spicy. Ever though it can get crowded I recommend eating it there, it just doesn't taste the same taking it to go. Make sure you get their peach cobbler!!",,
3pcUW1SycQAicwls6qwZ3g,Great food but not solid lines. Go to Charlotte or 8th location for better experience. Hot is HOT. Mild is hot. Great quality of hot chicken in Nashville,,
3pkkEjYVcZ30n445pPZCaQ,,"This place is very crowded, we lined up for 1.5 hours on a Thursday night. After we get the seat, we had to wait for the waiter to come (one 1 waitress per area) and we waited so long. She was nice and patient though. Then we had to wait again for the food to come. We didn't order enough because apparently, the portion is small. So we ordered again and we had to wait again. We spent our time here more than 3 hours. The chargrilled oyster was good, the raw oyster wasn't bad. The gumbo is quite good too. I really like the jambalaya. The soft shell crab is good. The crawfish was quite weird to eat but it's quite good too. The portion is small so it's better to order more. The food takes so long to come. You can spend around $24-$30 here.",
3pxxI438i8hnWVdi6FExCw,"Yum! They have really good lemonade and the ranch is fantastic! The Mac n cheese is pretty serious I liked it a while bunches and got the Hot chicken tender plate, I'm gonna graduate myself in heat every time",,
3q2cQC60mNmSHH3LYC_j_g,"Don't let these reviewers psych you out. After reading all these reviews saying ""It's SO hot,"" I decided to just go with ""hot"" instead of ""damn hot."" It was tasty, but I regretted it. I easily could have nocked it up another notch (or two). Not nearly as frighteningly spicy as advertised.

Ok, that said, this is darn good chicken. This was my first experience with Nashville Hot Chicken. We were in the area visiting family and after seeing all the KFC signs, etc., about Nashville Hot Chicken, I had to try the real-ish thing (I guess Prince's would be the real, real thing). I was pretty happy with the results. The chicken was flavorful and cooked to perfection. And despite the line out the door, Hattie B's took no time to get us our order. There also were quite a few beer choices on tap, which you're not going to find at KFC ;)

I'd definitely recommend Hattie B's if you want to give the Nashville Hot Chicken thing a try. It's just as crowded and busy as everyone says and you'll have to park down the street. But it's tasty stuff. And don't be afraid of the heat if you're a hot and spicy person by nature!",,
3q7u_qJR4gRw9AaIX_w8vQ,,I just love to go and sit at the bar and get me some good ole chargrilled oysters. They are so good and it doesn't take long to get them once you get inside.,
3qRovLbdNAPbrRwL4I7MNA,,"New Orleans. Beads. Booze. and Oysters! Oysters? 
That's right so much of this chargrilled seafood, you would hire a New Orleans copper to stand guard at the door for ""protection"" too. Funny the guy really just hangs around and chats about the Saints!

I'm not a huge fan of raw oysters, but these chargrilled half shells are on the money. Get a dozen, better yet get two dozens, you won't be disappointed at all. I think they just throw them on the fire, lace them with butter, cheese and some crack. They will have you coming back for more. 

This night I also had the chance to try the sampler which is a good intro to gumbo, jumbalaya and beans/rice.

Aside from oysters, and gumbo they fry everything else too and make sandwiches out of it. Definitely a stop in.",
3qcDorWz5cwnyk9r7MK2fg,,,"Wonderful outdoor dining and the most fantastic service! Food was good but service really is the highlight here, makes everything else that much better!!"
3r99-ucKFKIpFMXuiODI2Q,"I spent the spring and summer in Nashville with this place being a block away I'm gonna tell you exactly what you need to know.  If you love chicken then please get there chicken I like medium its hot enough for me.  I tried mild and southern and its just way too salty.  I think the magic is in the hot chicken.  I gave them a 4 because they have to do better with the sides.  Macaroni and cheese is watery and the noodles are always mushy so i stopped ordering the ""meal"" and just stuck to the 3 wings medium.  I tried the greens, they need help.  The peach cobbler was great in April but slowly went down hill as the season progressed...  By May it looked liked cobbler soup in the container.  BUT the place is cool and the staff is friendly.",,
3rKSFNkh3SKpq0G99mGRGw,,"It's been way too long since I've been here pre Katrina -still happy to find Acme thriving and still the best place to come for oysters ,soft shell crab &. Mud bugs when they're in season !!",
3rQL1QrS2drgEw3bE9vhag,Everything was delicious. The mild is perfect for me! The black eyed peas and mac and cheese were amazing. I'll definitely go back!,,
3rV0FW1z5Q9BIASTLdKkLA,,,"ODE TO THE TURTLE SOUP

Turtle meat in bite size pieces.  Oh, the ordering makes me feel that I'm eating something too adorable.  Turtle, is that you with your texture, sometimes stringy, your flavor, always dreamy?  

Onion, Garlic, Cloves!  Recipe 100 years old!  Turtle, you brought me here.  I can't blame you for the Fox news on the TV or the amount of unbusy servers that night, no, Turtle Soup, you were the highlight.

One block from Bourbon Street, your prices are for those who will pay them.  Turtle Soup, you are my new tradition, my savory serving."
3rVRuNKiZJcMSkUV-whuOw,"A friend told me about hot chicken as being a Nashville thing and best place to get it is here, although Prince is the original. Expect long line as previously noted in all the reviews. Get the cupcakes next door at Gigi's to pass the time. I got the large dark platter with Mac and cheese and baked beans and my friend had chicken tenders with fries and potato salad. I got my in hot and it was slightly spicier than I would have liked but the flavor kept me going. Sides were alright, but the chicken was worth the wait.",,
3rjlTawvxnZOwC1B-WEAYA,,"This is the first restaurant we tried when we moved to NOLA, it is also the first place I took my sister when she came to visit. Finally, every time my daughter comes home to visit, this is our day 2 location. Not only are the chargrilled oysters amazing (watch for the shells, they do occasionally have a bad day), but soups are also fantastic.",
3s8wpaOqzoCUZLWCNrLPAA,,"Oh my goodness ! Every time we are in New Orleans, we have to eat at Acme Oyster House. There was seven of us dining there and we ordered grilled oysters, fried oyster platters and shrimp platters, corn bisque, red beans and rice and bloody mary's and beer. ALL the food was wonderful. Piping hot and beautiful plates. We will keep coming there for lunch and dinner. Love all the food. There was only one draw back, but we overlooked it. Our waitress was not top quality. The service was not very good. A few of us wanted water, we did not get it, the tartar sauce was not brought out until almost the end of the meal, we did not get a few extra napkins we asked for but you know what I would have wiped my hands on the table cloth if need be the food was that good. We did tip very well.",
3sohITZWlQh3j0jltryKvQ,,,"Our first time in New Orleans. There was an accident on 1-12. So we came down south instead. After seeing the buildings & experiencing the big easy a  few hours. I'm thankful we detoured. We stopped to eat here & ordered the oceana famous oysters, amazing. They were suggested by our waiter Errol. He also suggested the Red fish la fush. I shared it with my hubs. Don't know if I'm spelling that right. But wow he was right so delicious. I loved eating here with my family. The food was delicious. Errol was on top of everything. He made me a fresh pot of coffee & was so friendly. Kudos to him! I would definitely come back."
3stET1eEuggNLYb6VeOD1g,,,"David was our waiter and he was excellent! We tried the alligator, redfish etouffee, jambalaya and fried crawfish tails. Great service and food was yummy! A little more hyped and pricey than I would have liked but a great restaurant all around. Def make a reservation!"
3tIAAci60jiDORiP6o7erA,"Good southern food. The fried chicken was excellent as well as the fish.

Gives you large portions, but family style 

I ate here recently.",,
3tS4en9ZM3m5RLt6t_f5rQ,,"Don't be intimidated by the line outside, it moves! Had the shrimp po'boy, it was good, could have used a kick but the bread was crusty on the outside and soft on the inside-yum! I wish I would have ordered onion rings instead of the fries. I definitely recommend the hush puppies!",
3t_Jf5R5uRllg9ERHnsgRQ,"Hattie B's is touristy, but for good reason! The food is just too awesome, and the employees are sweet.

I would highly recommend ordering online for pick up to skip the long, hot line. On the days I went, both those in line and those eating looked like they were melting in the heat anyway. They do check to make sure you don't dine in if you ordered online, but luckily my hotel was right around the corner anyway. 

As for food, the chicken is cooked to tenderness and is just the right heat level! (If you think Hattie B's is hot, you should try the more ""authentic"" places. This is definitely more catered towards out-of-towners.) Portions are generous and reasonably priced. The fries were disappointing, but I ate the pimento mac and cheese in one gulp.",,
3uKL0uiXCPJ9p7323HZU8w,,These charbroiled oysters were THE BEST thing we have ever eaten. We live in Florida and think about these oysters from Acme all the time! What incredible flavor.,We had such a great time at this restaurant! Such delicious food plus the location is awesome. Highly recommend.
3uUarMjunJuH8BcgN9vJ3A,,,Food was very good so was the service. I would recommend this to everyone. Not cheap but worth the price.
3uWwYAq2uAJV9_bt9MUXNQ,,Excellent place for Char broiled oysters. If you are visiting to NOLA and want to eat oyster then this is the place. It is very touristy but very good place for locals also. The staff is very friendly and funny. Best thing is sit at the bar and watch them prepare the oysters plates.,
3uZTdnNQsXePp5LumR-BEw,,,Restaurant was dirty and the waiter wasn't very helpful.  Don't order crab cakes unless you like a lot of bread and mashed small pieces of crab.  Oysters we good.
3uaeieUTAp5_wCAhhzELnQ,,,"My dad and I stopped in New Orleans to try the local cuisine. We had the oysters, in which the sauce tasted like pizza and the oysters were on the small side, the crawfish étouffée, which was a little on the salty side and was not as good as the Real New Orleans Style restaurant in Marble Falls, TX, the seafood gumbo, and the crab cake platter."
3ucuTyTDAf_INBbE4766Uw,"Crispy, juicy and spicy- what more do you need from hot chicken?",,
3utGK8A7e7zSwZZHZw5ONA,,Acne oyster house is the first place we eat when we get into town. We start off with a dozen  plump and tasty oysters with Boo boo fries and then a pound or two of boiled crawfish! Wash it down with Abita beer! And be sure to say hi to the Master shuckers at the bar. A big shout out to Stormin Norman!,
3uxBIeAsHPP2ks9tvKVpCw,,,"We can't wait to go back again! Everything was delicious. We celebrated my husband's birthday at Oceanas and even the desserts were to die for!

If you are ever in the are do not bypass this little jewel."
3v9w94AvZtunZz8yoFFArA,,"Acme Oyster House is one of my go-to's in NOLA. We went around noon on a Sunday. To my surprise there wasn't a line wrapped around the corner. We were seated within 10 minutes (at the bar, which was fine). The lady taking our order was pretty good. She was accommodating and quick. The service was quick and the food was consistent with my past experiences there. Everything was delicious.",
3vqJE9f5IbjwYhwqMpvSvQ,,"This place is just ok and over-rated. The service is curt and rushed. The oysters don't taste any better, and are smaller and had shells in them. The decor is dark, dingy, and crowded. Overall, I was unimpressed and think there are better places for oysters.",
3wIDv38L0wllcYdinalQ2g,,,Absolutely awesome food and service. Even a selection of vegetarian items - delicious. Service is amazing.
3wcRLyL2Epn8Ooa-W-t0LA,,,"While meandering down Bourbon st looking for a place to eat, my friend noticed a small line in front of Oceana Grill on Conti St. Noticing the good smells coming from to kitchen we decided to check out the menu. 

Since we both saw things we liked, we decided to give this place a try. We were not disappointed. After we say down, we received a call from my friend's daughter saying they were going to make it into town earlier. Our waiter was nice enough to move us to a four top. 

After an hour wait where I sampled the NOLA Blonde beer (the waiter had never had it so he was nice enough to bring me a sample) and split an appetizer of the fried gator tail bites (AMAZING!), the rest of our party arrived. After ordering, we quickly got our food. My friend had the Mardi Gras pasta and I had the shrimp fettuccine. Both were fabulous. My friend said on more than one occasion how there more seafood than noodles in hers. The two picky eaters we were with raved about the fries. 

All in all, it was a good experience minus the frigid temps inside and a broken bathroom."
3wclbIytoZhlu9MBWoTqiw,,,"Characteristically New Orleans!! Great atmosphere, lists of books & crannies to accommodate a lot of guests. Many levels, so our food came out Luke warm. Waiter Ron was amazing & with the managers assistance was very helpful in making sure we were satisfied. Great portion sizes for sharing. In a prime location that, if you're lucky enough to sit near a window, it allows you to enjoy the sights & sounds of Bourbon Street from the restaurant. Great menu with a great variety of choices."
3wmL7ddnyq-aU96ZK4R00g,,"Long line for what can be described as decent at best oysters. You should go once for the experience, but this is not on my return list. This is they type of place you buy a tshirt from...",
3wq5u6jaZOYzkU2kQOqRwA,,"Chargrilled Oysters.

That's all you need to know about Acme Oyster House.

Sure, the raw oysters are fresh and tasty.  And their fried shrimp platter is pretty good too.  But the only thing you'll care to remember is the plate full of chargrilled oysters.  Topped with cheese and a garlic butter sauce, the chargrilled oysters are sinfully good in that ""Damn, I wish I had ordered a second plate of these instead of my entree"" kind of way.  Our dinner at Acme Oyster House wasn't necessarily the best one we had, but the chargrilled oysters were definitely the best dish that we had.

Oh and in case you hadn't heard, if you go to Acme Oyster House, be prepared to wait.  We thought we could beat the rush by getting there at 5:30 PM.  No dice.  Ended up waiting about 20 minutes, which wasn't too bad all things considered.  Tip: if they offer you a seat at the bar, take it so you don't have to wait any longer to dig into those delicious chargrilled oysters!",
3xBbLFVVfd8A_qCg7Sws4A,,Boom boom shrimp..... Trust me. That's all you'll need to get the 5 star experience. Boom boom to da boom boom pop dat shrimp.,
3xPI_fVY8zHwtcUvkX9ByA,,,"We ordered delivery which is always a risk to quality. Ordered the Cajun jambalaya pasta which was supposed to have shrimp and alligator sausage. It had two pieces of sausage and reasonable amount of shrimp but it tasted like those frozen cocktail shrimp.

It was also very bland tasting for a Cajun jambalaya. Was expecting way more spice and flavor. Same sentiment for the other dishes my party ordered. The blackened chicken apparently didn't have much flavor either.

Got a bite of the crab cake pasta and that was better but still not as amazing as expected. The crab cake was pretty big and meaty but again the pasta was only mediocre.

We also had a weird delivery mixup where they forgot a gumbo. They said they'd come back and get it to us but it was somehow dropped off at the wrong hotel which is weird. When it finally came, it was also mediocre food. It tastes like gumbo we'd get in like Seattle. 

Honestly food itself is just like a 2.5, rounding down to a 2 with the issues with delivery and timing."
3xPYV6Geran2jNZjVBGkww,Amazing! Nothing else needs to be said... Awesome Nashville Hot Chicken! It's is by far one of my favorite spots to eat.,,
3xSY6ITT-ovsmJcIBZfyoA,,,"Bourbin St. is not for me, but this restaurant is great! The staff is super nice!! They make you feel welcomed."
3xX-Et9I4Bi4wdRPWJkAFg,,"I don't do oysters, so I really have no right to be commenting here.  My colleague loved his, and I want to offer props for the great environment (you'd never guess it was a chain after chatting up the shucker that's been there since 1979) and the etouffee was much better than I expected.",
3x_wFR3zHrTtCznM3ueUvw,,"I liked the oyster shooters and had a oyster po boy it was good, i May have been thinking po boy would have been better because of all the hype of the name but it was still good, definitely will be back again",
3xrC8Kk6ar55gDRwBdbr8w,,,Really delicious local food!! Great way to start and end our NOLA trip.   Glad our hotel recommended it!  Best crab cakes I've ever had!!
3xtmZ3HQiOCU8jznw6ZSvw,,,"Had the crab cakes and although they used real lump crab, I thought they had too much filler. The sauce was great but the price was high at $22.  Also, had the stuffed blackened tuna...it was honestly delicious.  The jambalaya was really good as well.  Would definitely try again!!!"
3xwp79CS524fDtGVE7A3sg,,Delicious!!!!!!!! We really enjoyed all of the food.  The grilled oysters are a must.  My wife is not a fan of seafood and she loved it.  Crawfish tails were really good too.,
3yK1hbHcpAn2ZG2pGA87cw,,,"We met one of the wife's friends for lunch and initially tried going to one of the restaurants with a bunch of stars on yelp that serves brunch. It was extortionately expensive and we bailed.  After roaming, we came across Oceana.  

The beers are inexpensive and the food is delicious.  We started with oysters on the half shell and grilled oysters (Oceana's Famous).  These were crazy delicious.  The grilled were better than the raw.  The latter were plump, but mild and needed cocktail sauce/lemon/horseradish.  The former were perfectly seasoned.  

The wife and I both had the red fish special entree.  It was blackened red fish with jalapeño and shrimp sauce that contained some breading.  It was like stuffing.  The server said it was her favorite and really good.  She was right about that.  Our friend ordered the crab cakes.  She fortunately wasn't able to finish them all and I got to eat one the next day.  It too was delicious, even the next day."
3yO_CL9wY6e6gWt975D3zw,"Got the 1/2 bird (medium) with pimento mac & cheese & baked beans. Sides were great & the medium had the right amount of heat. Everything was great. The wait was really long, but it was Saturday night.",,
3yTk5TMhPBOfvSRxmzSzXQ,"Honestly, best fried chicken I've ever had. I am
not a person that ever wants to wait in long lines to eat at some place that all the tourists rave about. Since I'd had this on a weekday once before without any wait a few years ago though, I knew it would be worth the hour wait to order on a weekend afternoon. And I was so right. My fiancé is a pretty harsh critic and he completely agreed as well. The food is delicious, great quality, and cheap. We were staying right across from this Hattie B's so we ended up going twice in one weekend. Pro tip: if you plan ahead by like an hour you can order online, walk in through the back door to pick up the food and avoid the whole long line to order. Some locals also told us that the other locations don't get as crowded as the Midtown one.
I definitely recommend you go there and I Hope next time I can make it there on a Sunday morning so I can try the chicken and waffles!",,
3y_G06EjTAMc4l-bPsEnuQ,,Great seafood oysters are bomb lots of different ways to have them oysters shuckers are great to talk always come back,If you want a variety of new orleans dishes This is the place. Great food great oysters anyway you want them. Gotta have a drink with all the good food. If you're a hard liquor person their sazeracs are good but they do have a full bar n lots of beers.
3ymyVHTDmxbaKNfOe8xgjw,"I got a chicken breast and wing, hot. The meat was not juicy as I had expected, the breast was very dry. The dry rub was just OK, it had a slow heat that builds as you eat....but it wasn't the finger-licking tasty kind of coating I was looking forward to. The pimento mac n cheese and cole slaw was very good. With all the hype, I was disappointed. I feel like the fried chicken at Monell's is better - and the hot fried chicken at The Stillery is excellent as well. I would not return here.",,
3ywIG2FLBr9JNp6dnc8u3g,,"I thought the chat broiled oysters were good, I did not think they were special but worth eating them while in New Orleans to get the experience!",
3zJG0wjSakIullurajeHOw,,,The food was amazing! I got the famous oysters for an appetizer and the fried catfish platter with the option of choosing shrimp for my other half. It was delicious. I definitely at all of it ! My husband orders the shrimp fettuccine Alfredo and that sauce they use is the best! I can definitely recommend anyone to stop here to eat when they visit
3zhY-z11aUuIrsBmS3TcEA,,,"Best breakfast in NOLA, our waitress was Pamela, her service is top notch, gave us valuable information about the city and introduced us to King Cake.  Every breakfast that hit the table looked amazing.  My Eggs Malanzana was one of the best plates I've had in my life.  Thank you Pamela and Oceana Grill."
3zuaiDk_y_yYXeF3iQijuA,,"The ratings talks for itself. First attempt the wait for too long so came next day. Oyster size is big and great. Besides that i had Po Boys fried peace maker (what ws i thinking ....its fried stuffs inside roll so its dry. It ws a mistake. Jambalaya rice and etouffee were fine , i had better in NJ/ NYC.",
3zxy3LVBV3ttxoYbY4rQ8A,,"This could possibly be a five star joint. But I'll explain later...

So, while in town, I text Gretchen P in Houston (a NOLA native) on dining recommendations. Yes, I browsed Yelp, but there is just too much to choose from in this fair city! She suggested Acme Oyster House. Just two blocks from my hotel, it was a definite go.

Aw hell. Hold up, y'all. There was a 10-plus person line out the door! Much to my surprise, that excited me. ""It must be that good,"" I thought, because right down yonder was another oyster eatery with no wait. Date wasn't too thrilled, but as the hostess walked down the line, I asked how long the wait was: 15-20 minutes ... ""Unless you two want to sit at the bar?"" Hell yes. Straight inside and to the bar we went ... waving goodbye and blowing kisses to the poor saps in line (no, I really didn't do that. But I could have).

And let me tell ya, the bar is the best place to sit. Plenty of elbow room, lots of TVs showing NO college football classics, hooks under the bar to hang your purse and the two friendliest bartenders/servers you could ask for. Tracy and Amanda (I think those were their names; homeboy with long braids and killer green eyes and a sweet gal who lived in Houston after Katrina and told stories about getting lost on the Beltway. ""Houston is too big!"" she said.)

We ordered a half-dozen of the chargrilled oysters. ""You're gonna want the other half,"" Amanda said. I could tell she wasn't trying to upsell us, just being honest. Oh mah gah. She was right! These oysters come out bubbling with seasoned butter and topped with grated Romano cheese and with slices of French bread to sop up all that juice. I could've easily eaten another dozen of these--including the oyster shell. The fire and herby aroma was burned into those shells... I could have if *someone* didn't stop me. Ya hear? Chargrilled oysters at Acme Oyster House are a must. 

Being so popular and with the name ""Oyster House,"" I wanted more oyster flavors and varieties to choose from. Like, broiled oysters with spinach, deep fried oysters with buffalo wing sauce, bacon-wrapped fried oysters with jalapeno ranch. But the only thing they had were fresh, fried, shooters or the chargrilled (once again, amazing). That's the only reason why I deducted one star. Other than that, this place--environment, service and food prep deserved five stars.

Other dishes I recommend are the gumbo (skip the cup and go for the bowl), fried stuffed crab platter ($13.99) which comes with fries, a slice of French bread and your choice of potato salad, slaw or hush puppies. The potato salad certain tasted homemade, with olives, chunks of boiled egg and red potato skins.   

I'll be back to try their crawpuppies and get some more of those chargrilled oysters. And once again. Don't complain about the line. The restaurant is small, but the tables turn fast.

And here are some extra notes, taken from their menu:
An 18% gratuity will be added to parties of 6 or more. 
There is a $1.00 service charge on all to go orders.",
4-9_RHGyZn8pOfsk86LUdg,,,"had gumbo and crab cakes. gumbo was sweet, which i didn't really care for. i did finish it, but would never order it again. the crab cakes were horrible. a friend ordered a pasta dish, which did look good, and french fries. i ended up eating his french fries and leaving the crab cakes. the service, however, was excellent. just wish the food had been, especially for the price. i will never eat there again."
4-A9I_E-AnbVpot4DblO6Q,,,"Came for breakfast and all I have to say is AMAZING!!!! We had a party of 4 and everyone loved their choice so obviously you can't go wrong at this place. Our waiter Ponce was the exact kind of person I thought of when I came to the restaurant. I loved his Nawlinz accent! Being that we were not familiar with the food or the restaurant he explained everything and was very patient with all my questions. I definitely appreciated his hospitality. Now to the most important thing.....THE FOOD!!!!! I just can't say enough I had the vegetarian omelette and let me just say even though this is a simple enough dish ppl can and will mess it up. But no not this place! The seasonings were perfection and the blen of veggies they chose were just what I pictured in my food porn dreams!!! lol I do however have one bad thing to say about this place....

THEY DID NOT LET ME KISS THE CHEF!!!! Lol no I didn't ask but I can say I was very disappointed that we came to this place on our last day before heading home. I would have not mind going back for their dinner menu because it just all looked amaze-balls! Thanks Ponce again for a great experience at your restaurant and you guys keep up the good work. I will definitely be stopping by every visit. This will be a must have!:-)"
4-RaWFdXOBBChZmrBweADg,The staff was outstanding!  So friendly and accommodating- and the food was absolutely delish!!!!!  The chicken was the absolute best - it lived up to the ratings it is carrying on yelp.  And save room for the banana pudding. One word -  YUM!,,
4-msUUaMrLpZPiltPvj7qw,,,"This was the first place we ate on our trip to New Orleans and it did not disappoint! We tried the Gator Tail Bites, Seafood Gumbo, & Cajun Fries which were amazing. Our server Chris P. was very polite and provided excellent service. I would definitely recommend this restaurant."
40BMolHs-ELkshr-crDiIA,,,"Wonderful service, wonderful food.  Best we have eaten in NOLA!  Crab cakes, Ahi Tuna are absolutely wonderful"
40H-61NGIPXJ0RyZzkcw7w,,,"Crab cakes, Crab Cakes , Crab Cakes .....maybe if I say it again you will order it! Like many other reviews said and I will gladly reemphasize these things are wonderful and covered in crawfish gravy. The mix drinks are very good as well!"
40IZnu4qgtn_QT-1BESv-w,"'When in Nashville' - right? 

As expected, when we arrived the line was down the street. Thankfully the weather was beautiful so we had no problem waiting for one of the cities most popular spots. By the time we joined the line, to ordering food was 50 minutes, which some of the locals said is fairly standard for a Sunday lunch. 

You have a nice variety on the menu, wings, tenders, sandwiches etc. you can pick your level of 'heat' for your chicken and then your sides. Personally, I chose the tender combo. $10.50. I had 3 tenders (hot), with the bread and pickles, 2 sides (I chose Mac n cheese and baked beans). Once ordered it was easy to see why the long wait. The seating area is fairly small and it's on you to find your own spot. If it's just 1 or 2 people you should be ok squeezing on a table and having a community meal, however, if you're in a group of 4 or more... you're probably going to struggle for a while. 

The food was delivered to our table after about 10 minutes. Immediately I was shocked at the size of the chicken tenders. They looked AMAZING. The tenders are laid on a slice of bread, with 2 pickle chips speared through the top and the sides in separate tubs. 

The chicken was breaded, seasoned and cooked to perfection. The hot seasoning was perfect for me because it was hot enough that it made my nose run a little, but not so hot that I couldn't enjoy it. With there being so much, I got through 2 and a half tenders before I had to tap out. It was worth standing in line for. 

Now for the negatives.... which I hate to do because the chicken was so good. Throughout the weekend we are at a lot of places and ate a lot of Mac n cheese. Unfortunately the Mac n cheese at Hattie B's was some of the worst I've ever had in my life. The pasta itself was so soft and soggy, it felt like it had been cooked for an hour, while the cheese was so thin, runny and flavorless. The baked beans were fairly similar. They were delivered in what almost seemed like water, and lacked flavor. 

Now I know this is a chicken spot.... and based on their chicken.... it was fantastic!  And the prices were phenomenal too. I would like to go back on day if I'm in the city.","Yelp strikes again! We were fortunate enough to be staying with a minute walking distance of Acme, so it was convenient as it was high on our list of 'must-do's' while in the city. There is a sign outside to form a line, but fortunately we were brought straight in. As we walked through, It genuinely felt like we had been transported to another country. From the mirrored walls, red neon lighting, open kitchen area, cramped, elbow to elbow tables, it has an awesome hustle and bustle vibe. 

Depending on your group size, you may end up sharing a table with another group (end to end, not sitting facing each other don't worry). Our server came almost immediately and told us about the specials before taking our drink order. We had looked at the menu before going so we were already kinda sure as to what to get.

We got an appetizer of the boom boom shrimp. It's a generous serving of fried shrimp in a sauce. I want to say it was a creamy-ish mildly hot sauce with blended flavors. Whatever it was, it was ridiculously good and disappeared fast! For my main course I had been torn on a few items, so I chose to go with the New Orleans Medley. Gumbo - amazing. Red beans and rice - great (standard). Cajun sausage - great spice. Jambalaya- awesome! While each item was a smaller due to being the medley, it was surprisingly filling. For a person eating alone, you can comfortably eat for under $20. 

As we left, a line had developed outside about 10 deep, so when I see other people writing about having to wait... they aren't lying. We just happened to get lucky! 

Overall, I would argue that it was the best meal I had during my 4 days in New Orleans.",
40Pyq1SP1MP9VeHUBgUfDw,,"My first visit to Acme did not disappoint. Based on Yelp reviews we wanted to give the restaurant a try. 

We started with the oyster shot. I took it down like a pro. The vodka was a little harsh and left an aftertaste. 

Next I tried the fried alligator. Trying to be adventurous (but hoping it taste like chicken). The alligator was actually good.... and taste like chicken maybe chewy chicken. Would I order it again? YES!!

For my entree, I ordered the crab cake with fries & hush puppies. The crab cake met my expectations but I had to ask for sauce to eat it with. The hush puppies were ""meh"" in my opinion. 

Overall great dining experience and the wait to be seated was worth it.",
40ufEP63b6Dl_eG1eYJZSA,,"Oh my god. The char-broiled oysters. Get them. I insist.

Why are the oysters in LA so much better than the ones in CA (which are pretty great)? One of the great mysteries of the universe.

Also, great jambalaya. And fish. And I loved the ""craw puppies."" The beans and rice were a little bland for my taste, but that's why God invented hot sauce. 

Okay, so it's small compared to other legendary places in the quarter, but worth the long wait. Try to go during off hours. There's a line no matter what time you go, but it's shorter during off times. Once you finally get seated, the service is great. It's lively in there. You can tell the hard-working staff all like each other, always a good sign.

I ate there twice in one vacation. And I never do that. I prefer to try something different for every meal, but Acme deserved a return trip.",
417HF4q8ynnWtuJrkNax_g,,"This place has amazing oysters and the BEST bloody mary during my stay in NOLA. The wait wasn't too long. It went by fairly quick but I do recommend having a drink in hand while you wait. We sat at the bar in front of Hollywood, the Master Shucker, and he was great! Super focused on his work but attentive enough to not keep us waiting on anything. We tried both the fresh oysters and the chargrilled and boy, were those phenomenal. My colleague and I had oysters at each restaurant we dined at to truly see who offered the best and Acme wins, hands down.",
418F_vnEiJMlU-sKpGttHA,,"Im pretty sure this was the oyster place we ate and drank at.
We had our own private room upstairs in a separate entrance.
Great deck view of Iberville St. the hush puppies were yummy and the cheese fries was mmm...to die for!",
41GUi1qvVeWDhHeviDF7pg,,"After wandering around the Quarter for some time, we stumbled upon Acme, and thought Hey! Lunch! Brilliant! We should have kept walking.

I don't get what all the hype is about. Drinks took forever coming from the bar, and they were pretty weak to boot. We ordered a dozen oystersto start, what came to the table was 10.5,with chips of shell in most of them. On the New Orleans sampler, the gumbo wasn't really edible, with any amount of various hot sauces; the red beans and rice were bland, and the jambalaya and sausage were pretty good.The Peace maker Po-boy, I'll hand it to them, delicious! Great flavor, and very generous on the portion.

Service was spotty at best, and it took a while to get our check, and then the credit card run. And when we looked at our bill, instead  of being charged for a dozen oysters (10.5) we were charge for a dozen & 1/2dozen.

Fame i do not think has been very good to these guys. Stick to the mom and pop shops",
